MD,Match_ID,Player,Squad,#,Nation,Age_Years,Age_Days,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,xA,KP,1/3,PPA,CrsPA,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,PrgR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
1,1,Tanguy Zoukrou,Young Boys,4,FRA,21,133,CB,90,0,0,0,0,0,0,0,0,67,0,2,1,0.0,0.0,0.0,1,0,55,61,90.2,0,51,1,0,0,1062,400,20,20,100.0,28,31,90.3,7,9,77.8,0.0,1,3,0,0,59,2,1,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,,0,1,0,2,2,2,0,13,44,23,0,0,,0,,177,80,0,0,0,0,55,0,0,0,2,0,0,0,0,0,0,2,2,1,66.7
1,1,Zachary Athekame,Young Boys,24,SUI,19,279,RB,90,0,0,0,0,1,0,0,0,37,1,3,0,0.0,0.0,0.0,4,0,20,27,74.1,3,19,2,0,0,410,120,8,9,88.9,8,11,72.7,4,6,66.7,0.1,0,1,1,0,23,3,1,0,1,1,2,0,0,0,0,20,1,0,1,0,1,0,0,1,0.0,1,0,0,3,4,4,0,2,15,14,9,1,,0,,115,45,3,2,1,0,19,3,0,3,1,0,1,1,0,0,0,1,1,0,100.0
1,1,Amadou Onana,Aston Villa,24,BEL,23,32,DM,90,1,0,0,0,1,1,0,0,44,2,1,0,0.0,0.0,0.0,0,0,34,37,91.9,4,33,0,0,0,527,132,18,20,90.0,13,14,92.9,3,3,100.0,0.0,1,4,0,0,35,2,2,0,0,0,0,0,0,0,0,34,0,0,0,2,0,0,1,1,100.0,0,0,0,1,3,1,0,1,9,29,7,0,,0,,186,107,0,0,0,0,32,0,0,4,2,0,0,0,0,0,0,4,0,1,0.0
1,1,Diego Carlos,Aston Villa,3,BRA,31,186,CB,45,0,0,0,0,0,0,0,0,16,0,1,0,0.0,0.0,0.0,0,0,12,14,85.7,1,10,0,0,0,282,94,2,3,66.7,8,9,88.9,2,2,100.0,0.0,0,2,0,0,14,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,0,3,11,4,1,1,,0,,39,11,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,1,1,1,50.0
1,1,Emi Buendía,Aston Villa,10,ARG,27,267,AM,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.1,1,0,3,3,100.0,0,2,1,0,0,44,8,1,1,100.0,2,2,100.0,0,0,,0.0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,1,,0,,14,9,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,Emiliano Martínez,Aston Villa,23,ARG,32,15,GK,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,2,0,32,45,71.1,0,29,0,0,0,1039,843,3,3,100.0,18,19,94.7,11,23,47.8,0.0,0,3,0,0,34,11,5,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,38,48,0,0,0,,0,,170,119,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,2,0,0,
1,1,Ezri Konsa,Aston Villa,4,ENG,26,330,"RB,CB",90,0,0,0,0,1,0,0,0,53,0,2,0,0.1,0.1,0.0,0,0,41,44,93.2,1,34,1,0,0,801,325,16,16,100.0,19,22,86.4,6,6,100.0,0.0,0,2,0,0,37,7,2,0,0,1,5,0,0,0,0,41,0,0,0,0,0,0,0,0,,0,0,0,2,2,3,0,5,24,26,4,1,,0,,165,84,0,0,0,2,36,1,0,0,1,0,1,0,0,0,0,4,0,1,0.0
1,1,Ian Maatsen,Aston Villa,22,NED,22,191,"LB,DM",4,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,1,0,0,0,48,2,0,0,,2,3,66.7,0,0,,0.0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,,0,0,0,0,1,0,0,0,1,1,2,1,,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
1,1,Jacob Ramsey,Aston Villa,41,ENG,23,112,LW,90,1,0,0,0,3,3,0,0,52,0,0,1,0.7,0.7,0.3,6,1,41,43,95.3,9,35,3,1,1,540,163,23,24,95.8,14,14,100.0,1,1,100.0,0.3,3,2,5,0,43,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,6,21,27,5,100.0,0,0.0,152,83,3,1,2,1,40,6,0,0,3,0,0,0,0,0,0,4,0,1,0.0
1,1,John McGinn,Aston Villa,7,SCO,29,335,RW,90,0,1,0,0,2,0,0,0,38,1,1,0,0.2,0.2,0.0,3,1,24,30,80.0,2,28,0,2,1,419,110,10,13,76.9,9,9,100.0,4,6,66.7,0.0,1,3,1,1,29,1,1,0,0,3,0,0,0,0,0,24,0,0,1,1,0,0,1,2,50.0,1,0,0,1,2,2,0,1,8,14,16,1,50.0,1,50.0,129,40,0,0,0,1,29,4,0,0,1,0,3,1,0,0,0,4,0,0,
1,1,Jáder Durán,Aston Villa,9,COL,20,279,FW,31,0,0,0,0,3,0,1,0,12,0,1,0,0.1,0.1,0.0,1,0,3,6,50.0,0,5,1,0,0,76,6,0,1,0.0,2,3,66.7,1,1,100.0,0.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,1,1,4,7,4,,0,,12,4,0,1,1,0,8,2,0,2,1,0,0,0,0,0,0,0,1,1,50.0
1,1,Lamare Bogarde,Aston Villa,26,NED,20,256,RB,45,0,0,0,0,0,0,0,0,18,3,0,0,0.0,0.0,0.0,1,0,9,11,81.8,0,7,0,0,0,147,46,3,4,75.0,6,7,85.7,0,0,,0.0,0,0,0,0,9,2,0,0,0,0,2,0,0,0,0,9,0,0,1,3,0,0,0,1,0.0,1,0,0,0,3,2,0,4,9,5,4,0,,0,,24,0,0,0,1,0,6,0,0,2,0,0,0,1,0,0,0,2,0,0,
1,1,Lucas Digne,Aston Villa,12,FRA,31,59,LB,87,0,0,0,0,0,0,0,0,58,1,0,0,0.0,0.0,0.1,3,1,45,56,80.4,1,29,0,0,0,719,304,26,30,86.7,14,17,82.4,5,8,62.5,0.1,2,3,3,2,41,15,2,0,0,7,8,5,0,2,0,45,0,3,1,0,0,1,0,0,,0,0,0,0,1,1,0,1,11,20,28,2,,0,,72,23,0,0,1,2,37,9,0,0,0,0,7,1,0,0,0,3,0,2,0.0
1,1,Morgan Rogers,Aston Villa,27,ENG,22,53,AM,87,0,0,0,0,3,1,0,0,47,0,1,0,0.2,0.2,0.6,8,0,22,33,66.7,6,32,5,5,4,323,98,10,17,58.8,10,12,83.3,1,1,100.0,0.2,4,3,2,0,32,1,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,1,23,24,8,80.0,1,20.0,236,133,2,3,4,3,40,7,0,0,1,0,0,0,0,0,0,1,2,5,28.6
1,1,Ollie Watkins,Aston Villa,11,ENG,28,262,FW,59,0,1,0,0,4,0,0,0,19,0,0,0,0.6,0.6,0.8,4,0,8,10,80.0,1,14,1,0,0,137,39,4,4,100.0,2,2,100.0,1,2,50.0,0.1,3,2,1,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,14,4,,0,,62,35,2,0,3,2,16,4,0,2,0,0,0,0,0,0,0,1,0,0,
1,1,Pau Torres,Aston Villa,14,ESP,27,245,CB,90,0,0,0,0,0,0,0,0,50,0,0,1,0.0,0.0,0.0,1,0,38,43,88.4,3,27,1,0,0,662,277,15,16,93.8,22,23,95.7,1,4,25.0,0.0,0,1,0,0,40,3,2,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,,0,1,0,0,0,5,0,8,24,22,4,1,,0,,144,93,2,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,2,1,66.7
1,1,Ross Barkley,Aston Villa,6,ENG,30,287,DM,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,1,0,0,0,29,8,1,2,50.0,1,1,100.0,0,0,,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,3,0,,0,,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,Youri Tielemans,Aston Villa,8,BEL,27,133,DM,86,1,1,0,0,3,2,0,0,67,2,1,0,0.1,0.1,0.0,6,1,52,56,92.9,6,45,0,2,1,815,200,26,26,100.0,20,22,90.9,4,5,80.0,0.0,1,7,0,0,53,3,2,0,0,0,0,1,0,0,0,52,0,1,0,1,0,1,1,6,16.7,5,0,0,1,3,1,0,2,11,39,18,1,50.0,1,50.0,183,103,3,0,0,2,48,0,0,2,2,0,0,0,0,0,0,6,0,1,0.0
1,2,Andrea Cambiaso,Juventus,27,ITA,24,210,LB,90,0,0,0,0,0,0,0,0,55,1,0,0,0.0,0.0,0.0,0,0,39,49,79.6,3,32,2,1,0,676,209,18,21,85.7,15,16,93.8,4,6,66.7,0.0,0,1,0,0,43,5,2,0,0,2,3,0,0,0,0,39,1,2,1,0,1,0,1,1,100.0,0,0,0,0,1,1,0,1,24,26,5,1,0.0,1,100.0,129,59,0,0,0,0,37,1,0,0,0,0,2,1,0,0,0,5,0,0,
1,2,Danilo,Juventus,6,BRA,33,64,CB,34,0,0,0,0,0,0,0,0,26,1,0,1,0.0,0.0,0.0,0,0,18,22,81.8,1,19,0,0,0,293,105,6,6,100.0,12,15,80.0,0,1,0.0,0.0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,18,0,0,1,1,0,0,1,1,100.0,0,0,1,0,1,3,0,4,22,6,0,0,,0,,93,39,0,0,1,0,17,0,0,0,0,0,0,1,0,0,0,3,1,0,100.0
1,2,Douglas Luiz,Juventus,26,BRA,26,131,RM,16,0,0,0,0,1,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,11,11,100.0,3,9,1,1,1,145,54,9,9,100.0,1,1,100.0,1,1,100.0,0.0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,8,3,1,100.0,0,0.0,73,33,1,0,2,0,10,1,0,0,0,0,0,0,0,0,0,3,1,0,100.0
1,2,Dušan Vlahović,Juventus,9,SRB,24,233,FW,90,0,1,0,0,4,1,0,0,21,0,0,0,0.9,0.9,0.8,3,1,8,12,66.7,4,15,1,0,0,150,46,3,4,75.0,4,5,80.0,1,2,50.0,0.3,3,1,2,0,11,1,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,1,11,9,4,,0,,48,18,0,1,3,2,18,6,0,1,0,1,0,0,0,0,0,1,0,1,0.0
1,2,Federico Gatti,Juventus,4,ITA,26,85,CB,56,0,0,0,0,1,0,0,0,36,0,0,1,0.0,0.0,0.0,0,0,24,26,92.3,0,23,0,0,0,400,40,9,9,100.0,15,16,93.8,0,1,0.0,0.0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,,0,0,1,0,0,6,0,7,22,13,1,1,,0,,141,68,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0
1,2,Gleison Bremer,Juventus,3,BRA,27,183,CB,90,0,0,0,0,0,0,0,0,77,4,1,4,0.0,0.0,0.0,1,0,57,61,93.4,2,43,0,0,0,1075,562,25,28,89.3,25,26,96.2,7,7,100.0,0.0,0,0,0,0,57,4,1,0,1,0,1,0,0,0,0,57,0,0,3,2,2,0,0,0,,0,2,2,1,5,7,1,25,57,21,0,0,,0,,128,30,0,0,1,1,44,0,0,0,0,0,0,3,0,0,0,8,2,3,40.0
1,2,Kenan Yıldız,Juventus,10,TUR,19,136,LW,68,1,0,0,0,2,1,0,0,50,2,2,2,0.1,0.1,0.0,4,1,31,38,81.6,6,36,6,4,0,527,164,16,18,88.9,11,15,73.3,3,4,75.0,0.1,0,4,1,1,38,0,0,1,1,3,0,0,0,0,0,31,0,0,2,2,0,0,1,1,100.0,0,1,1,2,4,0,0,1,16,18,18,3,0.0,3,75.0,263,157,2,2,1,0,36,8,0,2,3,1,3,2,0,0,0,7,1,0,100.0
1,2,Khéphren Thuram,Juventus,19,FRA,23,175,CM,34,0,0,0,0,0,0,0,0,15,1,1,0,0.0,0.0,0.0,0,0,8,10,80.0,1,7,1,0,0,145,30,5,6,83.3,1,2,50.0,2,2,100.0,0.0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,,0,0,0,1,2,1,0,0,8,7,0,0,,0,,82,59,0,0,1,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0
1,2,Manuel Locatelli,Juventus,5,ITA,26,253,CM,56,0,0,0,0,0,0,0,0,53,2,0,0,0.0,0.0,0.2,1,0,44,48,91.7,0,37,0,0,0,781,244,18,18,100.0,21,22,95.5,4,6,66.7,0.0,1,1,1,1,46,2,2,0,0,1,0,0,0,0,0,44,0,1,2,1,1,0,1,1,100.0,0,0,0,0,2,1,0,2,24,25,5,0,,0,,113,46,0,0,1,0,41,1,0,1,1,0,1,2,0,0,0,7,1,0,100.0
1,2,Michele Di Gregorio,Juventus,29,ITA,27,52,GK,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,0,0,32,41,78.0,0,30,0,0,0,723,376,8,9,88.9,19,19,100.0,5,13,38.5,0.0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,40,41,0,0,0,,0,,129,63,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,
1,2,Nicolás González,Juventus,11,ARG,26,164,RW,68,1,1,0,0,2,1,0,0,44,0,0,0,0.7,0.7,0.2,5,1,23,30,76.7,3,26,1,6,1,390,78,11,13,84.6,10,13,76.9,2,3,66.7,0.0,3,4,0,0,29,1,0,2,1,0,1,0,0,0,0,23,0,1,0,0,0,0,0,1,0.0,1,0,0,0,0,2,0,1,10,24,12,4,16.7,4,66.7,178,88,2,1,2,1,34,4,0,0,1,0,0,0,0,0,0,2,3,0,100.0
1,2,Nicolò Fagioli,Juventus,21,ITA,23,218,LW,22,0,0,0,0,1,1,0,0,11,0,0,0,0.1,0.1,0.2,4,0,9,10,90.0,1,11,2,2,1,138,47,5,5,100.0,4,4,100.0,0,0,,0.1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,3,4,2,50.0,0,0.0,92,46,0,1,0,1,12,4,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,Pierre Kalulu,Juventus,15,FRA,24,104,RB,90,0,0,0,0,0,0,0,0,75,0,1,4,0.0,0.0,0.0,0,0,62,67,92.5,2,41,2,2,2,931,382,37,39,94.9,23,25,92.0,2,3,66.7,0.0,0,1,0,0,56,11,1,0,1,1,10,0,0,0,0,62,0,0,0,0,0,0,0,0,,0,3,1,1,1,1,0,4,40,28,9,0,100.0,0,0.0,201,100,2,0,1,0,42,0,0,0,0,0,1,0,0,0,0,6,1,2,33.3
1,2,Teun Koopmeiners,Juventus,8,NED,26,202,LM,90,0,0,0,0,2,0,0,0,57,2,0,1,0.2,0.2,1.1,6,0,36,47,76.6,5,35,3,1,0,676,249,13,17,76.5,15,19,78.9,6,8,75.0,0.6,6,2,3,2,41,5,1,0,2,5,2,2,1,1,0,36,1,0,2,1,1,0,0,3,0.0,3,0,1,0,2,0,0,1,12,27,18,4,0.0,0,0.0,172,113,3,1,2,0,42,7,0,2,1,0,5,2,0,0,0,2,2,0,100.0
1,2,Timothy Weah,Juventus,22,USA,24,208,RW,22,0,0,0,0,0,0,0,0,13,2,0,0,0.0,0.0,0.0,0,0,7,11,63.6,1,11,2,1,0,119,27,4,7,57.1,2,3,66.7,1,1,100.0,0.0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,1,2,0,0,0,0,,0,0,0,0,2,0,0,0,5,7,1,0,0.0,1,100.0,72,42,0,0,1,0,13,1,0,1,0,0,0,1,0,0,0,0,0,0,
1,2,Weston McKennie,Juventus,16,USA,26,20,RM,74,1,0,0,0,2,2,0,0,35,1,0,1,0.9,0.9,0.0,1,0,22,25,88.0,3,23,0,1,0,306,91,10,12,83.3,8,9,88.9,1,1,100.0,0.0,0,2,0,0,25,0,0,0,1,0,0,0,0,0,0,22,0,0,1,0,1,0,0,0,,0,0,1,0,1,1,0,2,15,16,4,2,0.0,1,100.0,63,26,0,0,1,3,22,2,0,0,0,0,0,1,0,0,0,4,0,1,0.0
1,2,Adamo Nagalo,PSV Eindhoven,39,BFA,21,361,RB,5,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,56,36,1,1,100.0,2,2,100.0,0,0,,0.0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,2,1,0,0,,0,,13,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,Guus Til,PSV Eindhoven,20,NED,26,270,RM,61,0,0,0,0,2,0,0,0,26,1,0,0,0.4,0.4,0.0,1,0,20,22,90.9,3,13,2,0,0,217,50,14,14,100.0,4,4,100.0,0,0,,0.0,0,3,0,0,22,0,0,0,0,1,0,0,0,0,0,20,0,2,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,2,15,9,2,,0,,91,57,1,0,0,2,22,2,0,1,0,0,1,0,0,0,0,3,0,1,0.0
