MD,Match_ID,Player,Squad,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
3,37,Thilo Kehrer,Monaco,5.0,de GER,CB,28-031,90,0,1,0,0,1,0,1,0,92,2,2,0,0.2,0.2,0.0,3,1,75,82,91.5,13,51,3,1,1,0,1,0,0,0,1,0,1,0,4,3,2,60.0
3,37,Vanderson,Monaco,2.0,br BRA,RB,23-123,90,0,0,0,0,2,0,0,0,95,0,0,2,0.0,0.0,0.2,11,3,76,87,87.4,7,42,6,3,2,0,0,0,0,4,0,0,0,0,3,0,0,
3,37,Wilfried Singo,Monaco,17.0,ci CIV,CB,23-302,90,1,1,0,0,1,1,0,0,85,1,0,1,0.0,0.0,0.5,2,1,69,75,92.0,8,53,4,0,0,0,3,0,1,0,1,0,0,0,4,1,1,50.0
3,37,Aleksandar Katai,Red Star Belgrade,10.0,rs SRB,"FW,CM",33-259,17,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
3,37,Andrija Maksimović,Red Star Belgrade,55.0,rs SRB,"AM,CM",17-139,73,0,0,0,0,0,0,1,0,20,1,0,0,0.0,0.0,0.0,1,0,13,15,86.7,2,10,1,1,0,0,2,1,0,0,1,0,0,0,3,0,1,0.0
3,37,Bruno Duarte,Red Star Belgrade,17.0,br BRA,FW,28-212,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,37,Cherif Ndiaye,Red Star Belgrade,9.0,sn SEN,FW,28-273,74,1,0,1,1,0,0,0,0,19,0,0,0,0.8,0.0,0.0,1,1,6,8,75.0,1,10,0,3,0,0,1,5,0,0,0,1,0,0,1,2,4,33.3
3,37,Dálcio,Red Star Belgrade,22.0,gw GNB,"AM,CM,LM,LB",28-153,84,0,0,0,0,1,0,0,0,24,1,0,0,0.0,0.0,0.0,1,0,11,19,57.9,1,11,0,0,0,0,1,1,0,1,1,0,0,0,1,2,0,100.0
3,37,Guélor Kanga,Red Star Belgrade,8.0,ga GAB,CM,34-051,16,0,0,0,0,0,0,0,0,16,0,1,1,0.0,0.0,0.0,0,0,11,12,91.7,1,8,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,
3,37,Luka Ilić,Red Star Belgrade,32.0,rs SRB,FW,25-112,31,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.0,0,0,4,6,66.7,0,3,0,1,1,0,1,0,0,0,0,0,0,0,2,0,2,0.0
3,37,Marko Ilić,Red Star Belgrade,1.0,rs SRB,GK,26-262,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,14,32,43.8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,37,Milan Rodić,Red Star Belgrade,23.0,rs SRB,CB,33-203,31,0,0,0,0,0,0,0,0,17,1,0,1,0.0,0.0,0.0,0,0,5,8,62.5,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0
3,37,Nasser Djiga,Red Star Belgrade,24.0,bf BFA,"CB,RB",21-342,90,0,0,0,0,1,0,0,0,44,3,4,3,0.0,0.0,0.0,1,1,20,24,83.3,1,13,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0.0
3,37,Peter Olayinka,Red Star Belgrade,14.0,ng NGA,"WB,RB,LB",28-339,90,0,0,0,0,1,1,0,0,43,1,0,3,0.1,0.1,0.0,0,0,14,24,58.3,1,15,0,4,1,0,0,1,0,0,0,0,0,0,5,1,1,50.0
3,37,Rade Krunić,Red Star Belgrade,6.0,ba BIH,CM,31-015,59,0,0,0,0,0,0,0,0,23,2,1,2,0.0,0.0,0.0,0,0,12,16,75.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,100.0
3,37,Seol Youngwoo,Red Star Belgrade,66.0,kr KOR,"CB,LB",25-322,90,0,0,0,0,1,0,0,0,30,1,1,0,0.0,0.0,0.0,0,0,17,22,77.3,4,10,1,1,1,0,0,0,0,0,1,0,0,0,3,0,1,0.0
3,37,Silas Katompa,Red Star Belgrade,15.0,cd COD,"WB,FW,RB",26-016,59,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,0,0,4,10,40.0,1,10,2,4,3,0,1,0,0,1,1,0,0,0,0,0,1,0.0
3,37,Timi Elšnik,Red Star Belgrade,21.0,si SVN,"CM,RM",26-176,90,0,0,0,0,0,0,0,0,49,2,0,1,0.0,0.0,0.1,4,0,21,39,53.8,4,11,0,0,0,0,0,1,0,7,2,0,0,0,4,1,0,100.0
3,37,Uroš Spajić,Red Star Belgrade,5.0,rs SRB,CB,31-252,90,0,0,0,0,0,0,0,0,35,3,4,2,0.0,0.0,0.0,0,0,14,19,73.7,0,8,0,0,0,0,2,2,0,0,3,0,0,0,0,2,3,40.0
3,38,Christian Pulisic,Milan,11.0,us USA,"RW,RM",26-034,90,1,0,0,0,3,2,0,0,56,1,0,1,0.1,0.1,0.1,4,0,42,45,93.3,4,41,6,4,2,0,0,1,0,2,1,0,0,0,3,0,0,
3,38,Emerson,Milan,22.0,br BRA,RB,25-282,90,0,0,0,0,1,0,0,0,92,0,6,1,0.0,0.0,0.1,5,0,77,80,96.3,7,63,2,0,0,0,1,0,0,2,0,0,0,0,2,1,0,100.0
3,38,Fikayo Tomori,Milan,23.0,eng ENG,CB,26-308,90,0,0,0,0,1,1,0,0,124,0,0,1,0.1,0.1,0.0,0,0,118,121,97.5,9,96,2,0,0,0,1,0,0,0,0,0,0,0,3,1,2,33.3
3,38,Francesco Camarda,Milan,73.0,it ITA,FW,16-226,16,0,0,0,0,0,0,1,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
3,38,Malick Thiaw,Milan,28.0,de GER,CB,23-075,8,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,15,15,100.0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,38,Matteo Gabbia,Milan,46.0,it ITA,CB,25-001,82,0,0,0,0,1,0,1,0,90,0,0,1,0.1,0.1,0.0,0,0,79,82,96.3,6,70,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,100.0
3,38,Mike Maignan,Milan,16.0,fr FRA,GK,29-111,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,32,32,100.0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
3,38,Noah Okafor,Milan,17.0,ch SUI,"LW,RM",24-151,31,0,1,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.5,3,2,18,19,94.7,2,14,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,
3,38,Rafael Leão,Milan,10.0,pt POR,LW,25-134,59,0,0,0,0,0,0,1,0,38,1,0,0,0.0,0.0,0.2,5,0,25,31,80.6,4,33,5,12,9,0,0,0,0,1,1,0,0,0,2,1,0,100.0
3,38,Ruben Loftus-Cheek,Milan,8.0,eng ENG,RM,28-273,59,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,0,0,22,23,95.7,0,16,1,0,0,0,1,2,0,0,0,0,0,0,3,0,1,0.0
3,38,Samuel Chukwueze,Milan,21.0,ng NGA,"RW,LW",25-153,31,0,1,0,0,2,0,0,0,23,0,0,0,0.0,0.0,0.1,3,2,15,20,75.0,1,19,7,4,4,0,0,0,0,0,0,0,0,0,1,0,0,
3,38,Theo Hernández,Milan,19.0,fr FRA,LB,27-016,90,0,0,0,0,3,0,0,0,94,3,0,1,0.2,0.2,0.1,4,1,75,82,91.5,10,64,3,2,1,0,0,2,0,4,3,0,0,0,7,1,0,100.0
3,38,Tijjani Reijnders,Milan,14.0,nl NED,LM,26-085,90,2,0,0,0,2,2,0,0,51,1,0,0,0.6,0.6,0.0,2,0,41,44,93.2,1,38,1,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0.0
3,38,Youssouf Fofana,Milan,29.0,fr FRA,CM,25-286,74,0,0,0,0,2,0,0,0,68,0,0,0,0.1,0.1,0.0,0,0,58,61,95.1,4,50,0,2,1,0,0,0,0,0,0,0,0,0,5,1,2,33.3
3,38,Yunus Musah,Milan,80.0,us USA,CM,21-328,16,0,0,0,0,0,0,0,0,24,1,0,0,0.0,0.0,0.0,0,0,22,23,95.7,3,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
3,38,Álvaro Morata,Milan,7.0,es ESP,FW,31-365,74,0,0,0,0,0,0,1,0,14,1,0,0,0.0,0.0,0.0,1,0,10,13,76.9,0,10,0,1,1,0,1,2,0,0,1,0,0,0,1,0,0,
3,38,Andreas Skov Olsen,Club Brugge,7.0,dk DEN,RM,24-298,21,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,5,7,71.4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,38,Ardon Jashari,Club Brugge,30.0,ch SUI,CM,22-084,82,0,0,0,0,0,0,1,0,51,3,1,3,0.0,0.0,0.0,0,0,34,41,82.9,2,20,0,0,0,0,1,0,0,3,3,0,0,0,7,1,0,100.0
3,38,Brandon Mechele,Club Brugge,44.0,be BEL,CB,31-268,90,0,0,0,0,0,0,0,0,70,2,2,2,0.0,0.0,0.0,0,0,52,62,83.9,0,36,0,0,0,0,2,0,1,0,2,0,0,0,1,0,0,
3,38,Casper Nielsen,Club Brugge,27.0,dk DEN,CM,30-176,8,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,38,Chemsdine Talbi,Club Brugge,68.0,be BEL,RM,19-166,45,0,0,0,0,1,1,0,0,14,1,1,0,0.0,0.0,0.0,0,0,8,8,100.0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0.0
3,38,Christos Tzolis,Club Brugge,8.0,gr GRE,LM,22-266,69,0,0,0,0,2,2,0,0,30,1,1,0,0.1,0.1,0.2,4,1,23,25,92.0,5,21,4,0,0,0,1,2,0,0,1,0,0,0,0,0,0,
3,38,Ferran Jutglà,Club Brugge,9.0,es ESP,FW,25-264,69,0,0,0,0,2,1,0,0,25,1,0,0,0.2,0.2,0.1,4,0,19,22,86.4,2,16,2,0,0,0,0,1,0,0,1,0,0,0,1,2,3,40.0
3,38,Hans Vanaken,Club Brugge,20.0,be BEL,"CM,FW",32-059,90,0,0,0,0,0,0,0,0,67,5,0,1,0.0,0.0,0.0,3,0,52,60,86.7,6,33,1,1,1,0,0,0,0,0,1,0,0,0,8,3,1,75.0
3,38,Hugo Vetlesen,Club Brugge,10.0,no NOR,"LM,RM",24-236,45,0,1,0,0,1,0,0,0,12,0,0,0,0.1,0.1,0.1,1,1,8,11,72.7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,38,Joaquin Seys,Club Brugge,65.0,be BEL,RB,19-208,45,0,0,0,0,0,0,1,0,30,1,2,0,0.0,0.0,0.0,0,0,21,27,77.8,0,15,0,1,0,0,1,0,0,0,1,0,0,0,3,0,1,0.0
3,38,Joel Ordóñez,Club Brugge,4.0,ec ECU,CB,20-184,90,0,0,0,0,1,0,0,0,54,0,1,1,0.0,0.0,0.0,0,0,46,49,93.9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
3,38,Kyriani Sabbe,Club Brugge,64.0,be BEL,RB,19-275,45,1,0,0,0,1,1,0,0,31,3,3,0,0.1,0.1,0.1,1,0,21,22,95.5,3,18,0,2,1,0,0,1,0,0,2,0,0,0,3,0,0,
3,38,Maxim De Cuyper,Club Brugge,55.0,be BEL,LB,23-305,90,0,0,0,0,1,0,0,0,49,0,1,0,0.1,0.1,0.0,1,0,32,41,78.0,1,23,2,1,0,0,1,1,0,1,0,0,0,0,2,0,1,0.0
3,38,Michał Skóraś,Club Brugge,21.0,pl POL,FW,24-250,21,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,
3,38,Raphael Onyedika,Club Brugge,15.0,ng NGA,CM,23-186,39,0,0,0,0,0,0,0,1,16,0,0,0,0.0,0.0,0.0,1,0,14,15,93.3,0,11,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
3,38,Simon Mignolet,Club Brugge,22.0,be BEL,GK,36-230,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,34,40,85.0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
3,39,Ben White,Arsenal,4.0,eng ENG,RB,27-014,45,0,0,0,0,0,0,1,0,61,1,1,0,0.0,0.0,0.0,1,0,53,56,94.6,5,18,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,33.3
3,39,David Raya,Arsenal,22.0,es ESP,GK,29-037,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,16,20,80.0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
3,39,Declan Rice,Arsenal,41.0,eng ENG,"CM,LM",25-282,90,0,0,0,0,2,1,0,0,66,2,1,0,0.2,0.2,0.0,1,0,52,57,91.2,5,31,0,0,0,0,0,0,0,3,1,0,0,0,4,1,0,100.0
3,39,Gabriel Jesus,Arsenal,9.0,br BRA,RM,27-202,67,0,0,0,0,2,1,0,0,58,2,0,3,0.3,0.3,0.0,2,0,41,51,80.4,2,33,3,4,4,0,2,0,0,5,1,0,0,0,5,1,0,100.0
3,39,Gabriel Magalhães,Arsenal,6.0,br BRA,CB,26-308,90,0,0,0,0,0,0,0,0,91,0,0,2,0.0,0.0,0.0,1,0,80,83,96.4,3,53,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,50.0
3,39,Gabriel Martinelli,Arsenal,11.0,br BRA,"LM,LW",23-126,90,0,0,0,0,2,1,1,0,44,1,0,0,0.1,0.1,0.4,7,0,27,36,75.0,2,27,10,4,4,0,1,0,0,6,1,0,0,0,3,3,1,75.0
3,39,Jorginho,Arsenal,20.0,it ITA,CM,32-307,3,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,39,Kai Havertz,Arsenal,29.0,de GER,FW,25-133,90,0,0,0,0,0,0,0,0,40,0,0,1,0.0,0.0,0.5,5,0,30,33,90.9,6,20,1,1,0,0,1,2,0,1,0,0,0,0,3,3,3,50.0
3,39,Leandro Trossard,Arsenal,19.0,be BEL,FW,29-323,87,0,0,0,1,4,0,0,0,36,0,2,0,1.1,0.3,0.0,3,0,23,29,79.3,3,14,0,1,1,0,1,0,0,3,0,0,0,0,3,1,0,100.0
3,39,Mikel Merino,Arsenal,23.0,es ESP,"CM,RM",28-122,45,0,0,0,0,0,0,0,0,16,0,1,1,0.0,0.0,0.0,1,0,10,13,76.9,1,6,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,
3,39,Myles Lewis-Skelly,Arsenal,49.0,eng ENG,LB,18-026,19,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,1,0,13,13,100.0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
3,39,Raheem Sterling,Arsenal,30.0,eng ENG,"RM,RW",29-319,23,0,0,0,0,0,0,0,0,16,1,1,0,0.0,0.0,0.0,0,0,8,13,61.5,1,4,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,
3,39,Riccardo Calafiori,Arsenal,33.0,it ITA,LB,22-156,71,0,0,0,0,2,1,0,0,48,1,0,0,0.1,0.1,0.0,2,0,36,42,85.7,2,29,0,2,1,0,1,0,0,0,1,0,0,0,2,0,1,0.0
3,39,Thomas Partey,Arsenal,5.0,gh GHA,"RB,CM",31-131,90,0,0,0,0,0,0,0,0,90,4,2,1,0.0,0.0,0.0,1,0,66,78,84.6,5,39,1,1,0,0,0,1,0,0,3,0,0,0,3,1,2,33.3
3,39,William Saliba,Arsenal,2.0,fr FRA,CB,23-212,90,0,0,0,0,0,0,0,0,113,0,1,0,0.0,0.0,0.0,0,0,102,108,94.4,4,61,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,100.0
3,39,Artem Bondarenko,Shakhtar Donetsk,21.0,ua UKR,DM,24-062,86,0,0,0,0,1,0,0,0,61,2,1,0,0.1,0.1,0.0,0,0,52,54,96.3,2,39,0,1,1,0,1,2,0,0,2,0,0,0,7,0,0,
3,39,Danylo Sikan,Shakhtar Donetsk,14.0,ua UKR,FW,23-189,63,0,0,0,0,0,0,0,0,20,3,0,0,0.0,0.0,0.1,1,0,11,12,91.7,1,9,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,100.0
3,39,Dmytro Kryskiv,Shakhtar Donetsk,8.0,ua UKR,DM,24-016,90,0,0,0,0,0,0,0,0,54,0,1,3,0.0,0.0,0.3,1,0,41,47,87.2,1,26,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
3,39,Dmytro Riznyk,Shakhtar Donetsk,31.0,ua UKR,GK,25-266,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,0,0,30,38,78.9,0,31,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100.0
3,39,Eguinaldo,Shakhtar Donetsk,7.0,br BRA,"LW,FW",20-074,83,0,0,0,0,3,0,0,0,28,0,0,0,0.2,0.2,0.0,1,0,14,17,82.4,0,16,0,2,2,0,2,1,1,0,0,0,0,0,4,2,5,28.6
3,39,Heorhiy Sudakov,Shakhtar Donetsk,10.0,ua UKR,AM,22-051,90,0,0,0,0,1,0,0,0,68,0,0,0,0.0,0.0,0.1,2,0,52,63,82.5,4,44,1,3,2,0,1,0,0,3,0,0,0,0,3,0,2,0.0
3,39,Kevin,Shakhtar Donetsk,37.0,br BRA,LW,21-292,27,0,0,0,0,1,0,0,0,17,0,2,0,0.0,0.0,0.1,2,0,10,13,76.9,1,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
3,39,Lassina Franck Traoré,Shakhtar Donetsk,2.0,bf BFA,FW,23-284,7,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,2,0,3,3,100.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3,39,Marlon Gomes,Shakhtar Donetsk,30.0,br BRA,DM,20-313,4,0,0,0,0,1,0,0,0,2,0,0,0,0.3,0.3,0.0,0,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,39,Mykola Matviyenko,Shakhtar Donetsk,22.0,ua UKR,CB,28-173,90,0,0,0,0,0,0,0,0,88,1,1,1,0.0,0.0,0.0,1,0,65,76,85.5,8,49,1,1,1,0,0,0,0,1,1,0,0,0,3,3,0,100.0
3,39,Oleksandr Zubkov,Shakhtar Donetsk,11.0,ua UKR,RW,28-080,63,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,18,24,75.0,3,21,3,1,0,0,1,0,0,5,0,0,0,0,1,0,0,
3,39,Pedrinho,Shakhtar Donetsk,13.0,br BRA,LB,22-103,90,0,0,0,0,0,0,1,0,55,1,6,2,0.0,0.0,0.0,0,0,33,45,73.3,1,31,1,3,1,0,1,1,0,1,1,0,0,0,2,2,1,66.7
3,39,Pedrinho,Shakhtar Donetsk,38.0,br BRA,RW,26-192,27,0,0,0,0,2,1,0,0,24,0,0,0,0.1,0.1,0.0,4,0,17,21,81.0,1,16,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0.0
3,39,Valerii Bondar,Shakhtar Donetsk,5.0,ua UKR,CB,25-238,90,0,0,0,0,0,0,0,0,60,0,3,1,0.0,0.0,0.0,0,0,53,54,98.1,0,37,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0.0
3,39,Yukhym Konoplia,Shakhtar Donetsk,26.0,ua UKR,RB,25-057,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,31,35,88.6,4,25,1,0,0,0,0,1,0,1,0,0,0,0,3,1,3,25.0
3,40,Amadou Onana,Aston Villa,24.0,be BEL,DM,23-067,45,0,0,0,0,1,0,0,0,27,2,0,0,0.0,0.0,0.0,0,0,22,23,95.7,1,18,1,1,1,0,1,0,0,0,0,0,0,0,2,2,1,66.7
3,40,Boubacar Kamara,Aston Villa,44.0,fr FRA,DM,24-334,13,0,0,0,0,0,0,0,0,13,0,1,0,0.0,0.0,0.0,0,0,11,12,91.7,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
3,40,Diego Carlos,Aston Villa,3.0,br BRA,CB,31-221,90,0,0,0,0,0,0,0,0,70,1,1,0,0.0,0.0,0.0,2,1,57,62,91.9,6,32,0,0,0,0,1,0,0,1,0,0,0,0,6,0,1,0.0
3,40,Emiliano Martínez,Aston Villa,23.0,ar ARG,GK,32-050,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,0,0,38,47,80.9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
3,40,Ezri Konsa,Aston Villa,4.0,eng ENG,RB,26-365,90,0,0,0,0,0,0,0,0,43,0,0,1,0.0,0.0,0.1,2,1,40,41,97.6,1,16,1,0,0,0,1,2,0,0,0,0,0,0,3,2,0,100.0
3,40,Ian Maatsen,Aston Villa,22.0,nl NED,LB,22-226,90,0,0,0,0,0,0,0,0,65,3,2,1,0.0,0.0,0.0,3,0,44,52,84.6,2,26,3,4,2,0,0,1,0,1,3,0,0,0,6,3,0,100.0
3,40,Jacob Ramsey,Aston Villa,41.0,eng ENG,"LW,RW",23-147,26,0,0,0,0,1,1,0,0,10,0,0,0,0.4,0.4,0.0,2,0,7,8,87.5,2,9,4,0,0,0,0,1,0,0,0,0,0,0,2,0,0,
3,40,Jaden Philogene Bidace,Aston Villa,19.0,eng ENG,"RW,LW",22-257,26,0,0,0,0,1,0,0,0,12,3,0,2,0.0,0.0,0.0,1,0,4,5,80.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,
3,40,Jhon Durán,Aston Villa,9.0,co COL,FW,20-314,64,1,0,0,0,5,2,0,0,25,0,0,1,0.4,0.4,0.0,1,0,8,14,57.1,0,15,1,1,1,0,3,1,2,0,0,0,0,0,1,3,2,60.0
3,40,John McGinn,Aston Villa,7.0,sct SCO,LW,30-004,64,1,0,0,0,2,2,0,0,35,0,0,2,0.1,0.1,0.0,2,0,17,25,68.0,4,11,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,100.0
3,40,Leon Bailey,Aston Villa,31.0,jm JAM,RW,27-074,64,0,0,0,0,1,0,0,0,25,0,0,1,0.1,0.1,0.1,3,1,11,18,61.1,3,13,2,1,0,0,2,1,0,1,0,0,0,0,2,0,1,0.0
3,40,Morgan Rogers,Aston Villa,27.0,eng ENG,AM,22-088,90,0,1,0,0,4,1,0,0,51,1,0,0,0.2,0.2,0.7,7,1,29,36,80.6,10,29,3,11,7,0,1,1,0,2,1,0,0,0,4,0,1,0.0
3,40,Ollie Watkins,Aston Villa,11.0,eng ENG,FW,28-297,26,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,3,3,100.0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,100.0
3,40,Pau Torres,Aston Villa,14.0,es ESP,CB,27-280,90,0,0,0,0,0,0,0,0,60,0,0,1,0.0,0.0,0.0,2,0,55,58,94.8,1,22,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0.0
