MD,Match_ID,Player,Squad,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Cmp,Passes_Att,Passes_Cmp%,Passes_PrgP,Carries_Carries,Carries_PrgC,Take-Ons_Att,Take-Ons_Succ,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2,19,Fabian Rieder,Stuttgart,32.0,ch SUI,RW,22-228,7,0,0,0,0,2,1,0,0,10,0,0,0,0.1,0.1,0.0,3,0,5,8,62.5,0,6,1,1,1,0,1,0,0,4,0,0,0,0,0,0,0,
2,19,Jamie Leweling,Stuttgart,18.0,de GER,"LW,RW",23-218,83,0,0,0,0,3,1,0,0,50,0,1,3,0.1,0.1,0.0,3,1,26,37,70.3,5,36,5,2,0,0,0,1,0,6,0,0,0,0,4,0,0,
2,19,Julian Chabot,Stuttgart,24.0,de GER,CB,26-232,90,0,0,0,0,3,0,0,0,116,0,1,2,0.2,0.2,0.0,2,0,94,103,91.3,4,80,1,0,0,0,1,1,0,0,0,0,0,0,1,7,5,58.3
2,19,Maximilian Mittelstädt,Stuttgart,7.0,de GER,LB,27-197,90,0,1,0,0,1,0,0,0,97,2,0,1,0.0,0.0,0.2,6,1,79,91,86.8,6,68,2,0,0,0,1,1,0,9,1,0,0,0,1,0,2,0.0
2,19,Pascal Stenzel,Stuttgart,15.0,de GER,RB,28-195,61,0,0,0,0,0,0,1,0,36,1,0,1,0.0,0.0,0.0,1,0,23,32,71.9,3,15,1,0,0,0,1,0,0,3,0,0,0,0,2,1,0,100.0
2,19,Albion Rrahmani,Sparta Prague,10.0,xk KVX,FW,24-031,69,0,0,0,0,1,0,0,0,21,1,0,1,0.1,0.1,0.0,2,1,6,9,66.7,1,12,0,1,0,0,3,2,0,0,1,0,0,0,1,2,3,40.0
2,19,Ermal Krasniqi,Sparta Prague,29.0,xk KVX,RW,26-024,10,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
2,19,Filip Panák,Sparta Prague,27.0,cz CZE,CB,28-334,90,0,0,0,0,1,0,0,0,36,1,3,3,0.1,0.1,0.0,1,0,13,19,68.4,1,8,1,1,1,0,1,0,0,0,1,0,0,0,1,5,0,100.0
2,19,Jaroslav Zelený,Sparta Prague,30.0,cz CZE,CB,32-042,90,0,0,0,0,1,0,0,0,36,3,2,1,0.1,0.1,0.0,3,0,13,25,52.0,0,17,0,1,1,0,0,0,0,0,2,0,0,0,3,2,1,66.7
2,19,Kaan Kairinen,Sparta Prague,6.0,fi FIN,CM,25-284,90,1,0,0,0,1,1,1,0,30,2,1,1,0.0,0.0,0.1,1,0,19,22,86.4,3,10,1,0,0,0,2,0,0,1,2,0,0,0,5,0,0,
2,19,Lukáš Haraslín,Sparta Prague,22.0,sk SVK,LW,28-128,80,0,0,0,0,0,0,0,0,20,2,0,1,0.0,0.0,0.0,3,0,6,15,40.0,1,13,3,2,1,0,0,3,1,1,2,0,0,0,4,0,1,0.0
2,19,Lukáš Sadílek,Sparta Prague,18.0,cz CZE,CM,28-131,21,0,0,0,0,0,0,0,0,6,1,1,0,0.0,0.0,0.0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,19,Martin Vitík,Sparta Prague,41.0,cz CZE,CB,21-254,90,0,0,0,0,1,0,0,0,40,2,0,4,0.1,0.1,0.0,0,0,15,20,75.0,2,11,1,0,0,0,1,0,0,0,2,0,0,0,1,2,3,40.0
2,19,Matěj Ryneš,Sparta Prague,32.0,cz CZE,LM,23-124,90,0,0,0,0,1,0,0,0,32,1,0,1,0.0,0.0,0.3,2,0,14,20,70.0,2,15,1,0,0,0,1,0,0,1,1,0,0,0,4,1,2,33.3
2,19,Peter Vindahl Jensen,Sparta Prague,1.0,dk DEN,GK,26-228,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,11,32,34.4,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
2,19,Qazim Laçi,Sparta Prague,20.0,al ALB,CM,28-256,69,0,0,0,0,1,0,0,0,29,1,1,0,0.0,0.0,0.0,1,0,19,23,82.6,3,14,0,0,0,0,2,0,0,0,1,0,0,0,4,1,0,100.0
2,19,Veljko Birmančević,Sparta Prague,14.0,rs SRB,"RW,LW",26-210,90,0,0,0,0,4,1,0,0,32,0,2,0,0.5,0.5,0.1,5,1,9,19,47.4,1,23,5,2,1,0,0,1,0,1,0,0,0,0,4,2,2,50.0
2,19,Victor Olatunji,Sparta Prague,7.0,ng NGA,FW,25-026,21,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,20.0
2,19,Ángelo Preciado,Sparta Prague,17.0,ec ECU,RM,26-226,90,0,0,0,0,3,1,0,0,48,2,6,2,0.0,0.0,0.2,3,0,16,30,53.3,3,25,1,4,2,0,0,0,0,0,2,0,0,0,7,0,0,
2,20,Adam Daghim,Red Bull Salzburg,28.0,dk DEN,RW,19-003,90,0,0,0,0,0,0,1,0,54,3,1,2,0.0,0.0,0.1,3,0,19,33,57.6,3,36,5,5,2,0,2,2,1,3,1,0,0,0,4,0,0,
2,20,Amar Dedić,Red Bull Salzburg,70.0,ba BIH,LB,22-044,90,0,0,0,0,3,1,0,0,71,1,0,0,0.2,0.2,0.6,6,0,55,67,82.1,9,54,10,5,5,0,0,1,1,2,1,0,0,0,3,0,0,
2,20,Bobby Clark,Red Bull Salzburg,10.0,eng ENG,LM,19-237,59,0,0,0,0,1,1,0,0,47,5,1,0,0.2,0.2,0.2,2,0,32,38,84.2,5,36,3,1,0,0,1,1,0,2,2,0,0,0,4,0,0,
2,20,Hendry Blank,Red Bull Salzburg,4.0,de GER,CB,20-041,14,0,0,0,0,0,0,0,0,16,1,1,0,0.0,0.0,0.0,0,0,10,13,76.9,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0
2,20,Janis Blaswich,Red Bull Salzburg,1.0,de GER,GK,33-152,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,25,28,89.3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,20,Kamil Piątkowski,Red Bull Salzburg,91.0,pl POL,CB,24-102,90,0,0,0,0,0,0,0,0,54,2,1,0,0.0,0.0,0.0,0,0,39,46,84.8,3,38,0,0,0,0,0,1,0,0,1,0,0,0,6,2,5,28.6
2,20,Karim Konaté,Red Bull Salzburg,19.0,ci CIV,FW,20-194,90,0,0,0,0,4,1,0,0,22,1,0,2,0.3,0.3,0.1,1,0,8,12,66.7,0,14,0,2,0,0,5,1,0,0,1,0,0,0,2,1,4,20.0
2,20,Leandro Morgalla,Red Bull Salzburg,39.0,de GER,RB,20-018,76,0,0,0,0,1,0,0,0,51,2,2,2,0.0,0.0,0.0,0,0,26,40,65.0,7,26,0,0,0,0,1,1,0,1,1,0,0,0,3,1,3,25.0
2,20,Lucas Gourna-Douath,Red Bull Salzburg,27.0,fr FRA,CM,21-057,76,0,0,0,0,0,0,0,0,69,1,2,0,0.0,0.0,0.0,3,0,49,52,94.2,7,48,0,5,1,0,1,2,1,0,1,0,0,0,9,0,2,0.0
2,20,Mads Bidstrup,Red Bull Salzburg,18.0,dk DEN,RM,23-219,59,0,0,0,0,2,2,0,0,22,2,0,1,0.6,0.6,0.2,1,0,9,15,60.0,0,13,2,1,1,0,1,0,0,2,0,0,0,0,3,0,0,
2,20,Mamady Diambou,Red Bull Salzburg,15.0,ml MLI,CM,21-325,14,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
2,20,Nene Dorgeles,Red Bull Salzburg,45.0,ml MLI,LW,21-283,31,0,0,0,0,1,0,0,0,15,0,0,1,0.0,0.0,0.0,0,0,8,11,72.7,1,10,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,
2,20,Nicolás Capaldo,Red Bull Salzburg,7.0,ar ARG,"RM,RB",27-017,31,0,0,0,0,0,0,0,0,21,1,0,2,0.0,0.0,0.0,0,0,14,17,82.4,0,15,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0.0
2,20,Oscar Gloukh,Red Bull Salzburg,30.0,il ISR,"LW,LM",20-183,90,0,0,0,0,3,2,1,0,72,0,1,0,0.3,0.3,0.3,9,0,48,65,73.8,8,60,8,4,3,0,1,1,0,4,0,0,0,0,4,0,0,
2,20,Samson Baidoo,Red Bull Salzburg,6.0,at AUT,CB,20-184,76,0,0,0,0,0,0,1,0,55,2,0,2,0.0,0.0,0.0,3,0,44,50,88.0,3,40,2,2,2,0,4,1,0,0,2,0,0,0,7,1,2,33.3
2,20,Stefan Bajcetic,Red Bull Salzburg,8.0,es ESP,RM,19-345,14,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,20,Abdallah Sima,Brest,17.0,sn SEN,LW,23-106,74,2,0,0,0,4,2,0,0,41,5,2,1,1.3,1.3,0.0,1,0,10,20,50.0,2,24,4,3,0,0,3,1,0,0,2,0,0,0,7,5,0,100.0
2,20,Edimilson Fernandes,Brest,6.0,ch SUI,CM,28-169,62,0,0,0,0,0,0,0,0,34,4,0,3,0.0,0.0,0.0,0,0,19,22,86.4,1,19,0,1,0,0,1,0,0,1,1,0,0,0,3,0,0,
2,20,Hugo Magnetti,Brest,8.0,fr FRA,"LM,DM",26-124,90,0,0,0,0,1,1,0,0,58,2,2,1,0.1,0.1,0.0,1,1,41,46,89.1,7,45,0,1,0,0,1,0,0,1,0,0,0,0,9,1,0,100.0
2,20,Jonas Martin,Brest,28.0,fr FRA,"CM,DM",34-175,28,0,0,0,0,1,1,0,0,21,0,0,0,0.0,0.0,0.0,0,0,17,20,85.0,1,19,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,100.0
2,20,Julien Le Cardinal,Brest,25.0,fr FRA,CB,27-059,90,0,0,0,0,1,0,1,0,59,3,3,2,0.0,0.0,0.0,0,0,37,45,82.2,0,44,0,1,0,0,1,3,0,0,2,0,0,0,5,0,0,
2,20,Kamory Doumbia,Brest,9.0,ml MLI,"AM,RM",21-226,16,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,4,1,8,9,88.9,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,20,Kenny Lala,Brest,7.0,mg MAD,RB,32-364,90,0,0,0,0,0,0,0,0,66,1,1,4,0.0,0.0,0.3,1,0,39,50,78.0,2,40,1,2,1,0,1,0,0,3,1,0,0,0,6,0,0,
2,20,Ludovic Ajorque,Brest,19.0,fr FRA,FW,30-219,84,0,1,0,0,0,0,0,0,29,1,0,1,0.0,0.0,0.4,3,1,19,23,82.6,1,15,0,0,0,0,0,1,0,0,0,0,0,0,1,4,4,50.0
2,20,Mahdi Camara,Brest,45.0,fr FRA,RM,26-093,74,1,0,0,0,3,1,0,0,33,1,2,1,0.4,0.4,0.1,1,0,21,24,87.5,3,22,0,0,0,0,1,2,0,1,1,0,0,0,4,0,0,
2,20,Mama Samba Baldé,Brest,14.0,gw GNB,"RW,FW",28-330,28,0,1,0,0,1,0,0,0,17,0,1,0,0.1,0.1,0.1,1,1,12,14,85.7,1,11,2,4,2,0,0,1,0,1,0,0,0,0,2,2,1,66.7
2,20,Marco Bizot,Brest,40.0,nl NED,GK,33-205,90,0,0,0,0,0,0,0,0,46,0,0,0,0.0,0.0,0.0,1,1,24,39,61.5,0,26,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,50.0
2,20,Massadio Haïdara,Brest,22.0,ml MLI,LB,31-304,90,0,0,0,0,0,0,1,0,62,0,1,0,0.0,0.0,0.0,4,1,44,55,80.0,3,35,0,2,1,0,2,3,0,2,0,0,0,0,5,0,0,
2,20,Mathias Pereira Lage,Brest,26.0,pt POR,LW,27-306,16,1,0,0,0,1,1,0,0,8,0,0,0,0.1,0.1,0.0,0,0,3,6,50.0,0,6,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,100.0
2,20,Romain Del Castillo,Brest,10.0,fr FRA,RW,28-186,62,0,0,0,0,0,0,0,0,38,0,2,1,0.0,0.0,0.4,3,0,23,34,67.6,2,35,3,4,3,0,1,2,0,3,0,0,0,0,4,1,1,50.0
2,20,Romain Faivre,Brest,21.0,fr FRA,"RW,FW",26-079,6,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.0,1,0,4,4,100.0,1,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,
2,20,Soumaïla Coulibaly,Brest,44.0,fr FRA,CB,20-353,90,0,0,0,0,0,0,0,0,59,1,0,0,0.0,0.0,0.0,1,1,44,50,88.0,1,47,1,0,0,0,0,2,0,0,0,0,0,0,4,2,0,100.0
2,21,Bukayo Saka,Arsenal,7.0,eng ENG,RM,23-026,89,1,0,0,0,2,1,0,0,50,5,1,2,0.1,0.1,0.1,2,1,23,33,69.7,5,24,4,9,3,0,2,2,2,2,2,0,0,0,3,0,2,0.0
2,21,David Raya,Arsenal,22.0,es ESP,GK,29-016,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,27,38,71.1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
2,21,Declan Rice,Arsenal,41.0,eng ENG,CM,25-261,90,0,0,0,0,0,0,0,0,50,3,1,0,0.0,0.0,0.0,1,0,39,45,86.7,2,30,2,1,1,0,0,0,0,2,2,0,0,0,9,0,1,0.0
2,21,Gabriel Jesus,Arsenal,9.0,br BRA,FW,27-181,17,0,0,0,0,0,0,0,0,10,0,0,3,0.0,0.0,0.0,0,0,2,6,33.3,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
2,21,Gabriel Magalhães,Arsenal,6.0,br BRA,CB,26-287,90,0,0,0,0,0,0,0,0,42,1,0,1,0.0,0.0,0.0,0,0,32,36,88.9,2,22,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,100.0
2,21,Gabriel Martinelli,Arsenal,11.0,br BRA,"LM,RM",23-105,90,0,0,0,0,2,2,0,0,26,2,0,1,0.3,0.3,0.2,2,0,15,16,93.8,1,18,3,4,2,0,1,0,0,1,0,0,0,0,6,0,1,0.0
2,21,Jakub Kiwior,Arsenal,15.0,pl POL,LB,24-229,45,0,0,0,0,0,0,0,0,19,2,2,0,0.0,0.0,0.0,0,0,8,11,72.7,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
2,21,Jurriën Timber,Arsenal,12.0,nl NED,RB,23-106,45,0,0,0,0,0,0,0,0,31,2,1,0,0.0,0.0,0.0,0,0,20,27,74.1,1,14,1,1,1,0,0,0,0,0,2,0,0,0,3,2,1,66.7
2,21,Kai Havertz,Arsenal,29.0,de GER,FW,25-112,90,1,0,0,0,2,2,0,0,43,4,1,1,0.3,0.3,0.2,1,0,21,31,67.7,3,19,1,1,1,0,3,2,1,0,2,0,0,0,4,4,3,57.1
2,21,Leandro Trossard,Arsenal,19.0,be BEL,FW,29-302,73,0,1,0,0,0,0,0,0,32,0,0,1,0.0,0.0,0.2,4,3,20,26,76.9,4,18,2,2,2,0,0,3,0,1,0,0,0,0,1,1,2,33.3
2,21,Mikel Merino,Arsenal,23.0,es ESP,CM,28-101,27,0,0,0,0,0,0,0,0,15,3,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,5,0,1,0,0,0,1,0,0,2,0,0,0,3,0,0,
2,21,Myles Lewis-Skelly,Arsenal,49.0,eng ENG,LM,18-005,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
2,21,Riccardo Calafiori,Arsenal,33.0,it ITA,"RB,LB",22-135,90,0,0,0,0,0,0,1,0,51,4,1,2,0.0,0.0,0.0,1,0,25,32,78.1,1,20,0,1,0,0,1,0,0,0,4,0,0,0,1,2,1,66.7
2,21,Thomas Partey,Arsenal,5.0,gh GHA,CM,31-110,63,0,0,0,0,0,0,0,0,34,0,3,1,0.0,0.0,0.0,0,0,27,29,93.1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
2,21,William Saliba,Arsenal,2.0,fr FRA,CB,23-191,90,0,0,0,0,0,0,0,0,49,2,0,2,0.0,0.0,0.0,0,0,36,42,85.7,2,30,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,100.0
2,21,Achraf Hakimi,Paris Saint-Germain,2.0,ma MAR,RB,25-332,90,0,0,0,0,2,1,0,0,85,2,0,0,0.1,0.1,0.0,1,0,66,73,90.4,3,45,6,4,1,0,0,1,0,1,2,0,0,0,6,1,0,100.0
2,21,Bradley Barcola,Paris Saint-Germain,29.0,fr FRA,LW,22-029,90,0,0,0,0,0,0,0,0,39,0,1,0,0.0,0.0,0.0,2,0,19,30,63.3,0,21,2,6,2,0,0,0,0,2,0,0,0,0,2,1,2,33.3
2,21,Désiré Doué,Paris Saint-Germain,14.0,fr FRA,RW,19-120,63,0,0,0,0,0,0,0,0,33,1,0,1,0.0,0.0,0.0,1,0,20,24,83.3,1,22,2,4,1,0,0,0,1,1,1,0,0,0,0,0,1,0.0
2,21,Fabián Ruiz Peña,Paris Saint-Germain,8.0,es ESP,LM,28-181,27,0,0,0,0,1,0,1,0,16,0,0,0,0.0,0.0,0.0,1,0,12,14,85.7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2,21,Gianluigi Donnarumma,Paris Saint-Germain,1.0,it ITA,GK,25-219,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,35,38,92.1,0,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,50.0
2,21,João Neves,Paris Saint-Germain,87.0,pt POR,"LM,CM",20-004,90,0,0,0,0,2,0,0,0,98,5,1,1,0.1,0.1,0.0,3,0,81,89,91.0,9,65,1,3,0,0,1,1,0,0,2,0,0,0,5,2,2,50.0
2,21,Lee Kang-in,Paris Saint-Germain,19.0,kr KOR,"FW,RW",23-225,90,0,0,0,0,1,1,0,0,63,1,1,0,0.0,0.0,0.3,6,0,52,59,88.1,5,40,1,0,0,0,1,0,0,8,0,0,0,0,3,0,2,0.0
2,21,Marquinhos,Paris Saint-Germain,5.0,br BRA,CB,30-140,90,0,0,0,0,2,0,0,0,88,0,0,0,0.1,0.1,0.0,0,0,77,82,93.9,7,62,0,1,1,0,0,0,0,0,0,0,0,0,3,4,2,66.7
2,21,Nuno Mendes,Paris Saint-Germain,25.0,pt POR,LB,22-104,90,0,0,0,0,2,0,0,0,82,4,2,1,0.0,0.0,0.0,2,0,52,70,74.3,8,41,5,3,2,0,1,1,0,4,3,0,0,0,5,1,0,100.0
2,21,Randal Kolo Muani,Paris Saint-Germain,23.0,fr FRA,FW,25-301,27,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0,0.0,0,0,1,3,33.3,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0.0
2,21,Vitinha,Paris Saint-Germain,17.0,pt POR,CM,24-231,63,0,0,0,0,0,0,0,0,64,0,1,0,0.0,0.0,0.0,0,0,59,63,93.7,0,44,0,2,2,0,0,1,0,0,0,0,0,0,3,0,0,
2,21,Warren Zaïre-Emery,Paris Saint-Germain,33.0,fr FRA,RM,18-207,90,0,0,0,0,0,0,0,0,83,4,1,1,0.0,0.0,0.0,2,0,62,69,89.9,2,48,2,3,1,0,1,1,0,2,1,0,0,0,3,0,0,
2,21,Willian Pacho,Paris Saint-Germain,51.0,ec ECU,CB,22-351,90,0,0,0,0,0,0,0,0,93,4,1,2,0.0,0.0,0.0,0,0,73,82,89.0,1,56,0,0,0,0,3,1,0,0,3,0,0,0,5,2,2,50.0
2,22,Alessandro Bastoni,Internazionale,95.0,it ITA,CB,25-171,73,0,0,0,0,1,0,0,0,79,2,0,0,0.0,0.0,0.0,2,0,63,73,86.3,6,64,4,1,1,0,3,1,0,3,2,0,0,0,3,1,0,100.0
2,22,Benjamin Pavard,Internazionale,28.0,fr FRA,CB,28-187,90,0,0,0,0,1,0,0,0,83,1,1,0,0.0,0.0,0.4,1,0,68,75,90.7,10,69,1,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0.0
2,22,Carlos Augusto,Internazionale,30.0,br BRA,WB,25-268,90,0,0,0,0,1,1,0,0,50,0,0,0,0.4,0.4,0.0,2,0,33,42,78.6,1,38,1,1,0,0,1,0,0,3,0,0,0,0,3,0,0,
2,22,Davide Frattesi,Internazionale,16.0,it ITA,CM,24-345,27,0,0,0,0,0,0,0,0,10,0,2,1,0.0,0.0,0.0,0,0,6,6,100.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2,22,Denzel Dumfries,Internazionale,2.0,nl NED,WB,28-166,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,28,38,73.7,0,26,2,2,0,0,2,1,3,5,0,0,0,0,3,1,0,100.0
2,22,Francesco Acerbi,Internazionale,15.0,it ITA,CB,36-234,27,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,11,13,84.6,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,22,Hakan Çalhanoğlu,Internazionale,20.0,tr TUR,CM,30-236,69,1,0,0,0,1,1,0,0,61,0,0,0,0.0,0.0,0.1,5,0,47,58,81.0,9,44,2,1,1,0,0,0,0,2,0,0,0,0,8,0,0,
2,22,Henrikh Mkhitaryan,Internazionale,22.0,am ARM,CM,35-254,63,0,0,0,0,3,1,1,0,63,2,0,1,0.5,0.5,0.1,6,2,50,52,96.2,9,45,3,0,0,0,1,1,0,1,2,0,0,0,4,0,0,
2,22,Kristjan Asllani,Internazionale,21.0,al ALB,CM,22-206,21,0,0,0,0,1,0,0,0,24,2,1,0,0.0,0.0,0.0,0,0,17,19,89.5,1,18,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,
2,22,Lautaro Martínez,Internazionale,10.0,ar ARG,FW,27-040,27,1,0,0,0,1,1,0,0,15,0,1,2,0.4,0.4,0.0,1,1,6,8,75.0,1,12,1,2,1,0,2,2,0,1,0,1,0,0,3,1,0,100.0
2,22,Marko Arnautović,Internazionale,8.0,at AUT,FW,35-165,63,1,0,0,0,2,2,0,0,31,0,0,0,0.6,0.6,0.2,3,0,19,26,73.1,1,20,1,1,1,0,1,0,2,2,0,0,0,0,4,1,0,100.0
2,22,Mehdi Taremi,Internazionale,99.0,ir IRN,FW,32-075,90,1,2,1,1,0,0,0,0,24,2,0,0,0.8,0.0,0.9,6,4,13,17,76.5,3,11,1,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0.0
2,22,Piotr Zieliński,Internazionale,7.0,pl POL,CM,30-134,90,0,0,0,0,3,0,0,0,63,1,0,1,0.1,0.1,0.2,2,0,50,54,92.6,2,48,1,2,1,0,0,1,0,1,0,0,0,0,1,0,2,0.0
2,22,Stefan de Vrij,Internazionale,6.0,nl NED,CB,32-239,63,0,0,0,0,0,0,1,0,65,0,1,2,0.0,0.0,0.0,1,0,58,61,95.1,7,51,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,50.0
2,22,Yann Aurel Bisseck,Internazionale,31.0,de GER,CB,23-307,17,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,17,18,94.4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,22,Yann Sommer,Internazionale,1.0,ch SUI,GK,35-289,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,23,26,88.5,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2,22,Andrija Maksimović,Red Star Belgrade,55.0,rs SRB,AM,17-118,69,0,0,0,0,4,1,0,0,43,1,0,0,0.1,0.1,0.0,1,0,32,35,91.4,7,26,1,1,1,0,0,1,0,1,0,0,0,0,2,0,0,
2,22,Bruno Duarte,Red Star Belgrade,17.0,br BRA,FW,28-191,21,0,0,0,0,0,0,0,0,13,0,0,2,0.0,0.0,0.0,0,0,8,11,72.7,0,7,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
2,22,Cherif Ndiaye,Red Star Belgrade,9.0,sn SEN,FW,28-252,68,0,0,0,0,1,0,0,0,32,2,0,2,0.1,0.1,0.0,4,0,16,22,72.7,2,17,1,0,0,0,0,2,0,0,1,0,0,0,5,2,3,40.0
